id	name	en	fr	de	es	ru	pt	zh	ja
782	e_loc_story_10_02	Two-point-six minutes ago, a synchronized detonation was triggered. I have already detected major tectonic upheavals on all landmasses and have calculated that at this rate, nothing will remain of the Telos colony within the hour.	Il y a deux virgule six minutes, une détonation synchronisée a été déclenchée. J'ai déjà détecté des bouleversements tectoniques majeurs sur toutes les masses continentales et j'ai calculé qu'à ce rythme, il ne restera rien de la colonie de Telos dans l'heure.	Vor zweikommasechs Minuten wurde eine synchronisierte Detonation ausgelöst. Ich habe bereits größere tektonische Erschütterungen auf allen Landmassen festgestellt und berechnet, dass bei dieser Geschwindigkeit innerhalb von einer Stunde nichts mehr von der Kolonie auf Telos übrig sein wird.	Han detonado una explosión sincronizada hace dos coma seis minutos. Ya he detectado convulsiones tectónicas importantes en todas las masas terrestres. Calculo que, a este ritmo, la colonia de Telos será completamente destruida en menos de una hora.	Две целых шесть десятых минуты назад произошла синхронная детонация зарядов. Я уже обнаружил крупные тектонические изменения на всех участках суши и подсчитал, что при такой скорости от колонии Телос в течение часа ничего не останется.	Há dois minutos e 36 segundos, uma detonação sincronizada foi acionada. Eu já detectei distúrbios tectônicos críticos em todas as massas de terra e calculei que, nesse ritmo, dentro de uma hora, nada restará da colônia de Telos.	2.6分钟之前，敌军进行了同步引爆。我已侦测到所有板块都发生了大规模地质构造活动，按这种速度计算，一小时内泰洛斯上将不会留下任何东西。	2.6分前、同期型起爆剤が作動した。既にすべての陸塊で大きな地殻隆起を探知しており、計算によると1時間以内にテロスコロニーからすべてが消滅するだろう。
783	e_loc_story_11_01	Commander Gage, you have achieved the primary operational goal of your current mission. The ACC Omega has been defeated and STANZA's only remaining link to the Telos network has been severed.	Commandant Gage, vous avez atteint le principal objectif opérationnel de votre mission actuelle. L'ACC Omega a été vaincu et le seul lien restant de STANZA avec le réseau Telos a été rompu.	Commander Gage, Sie haben das primäre operative Ziel Ihrer derzeitigen Mission erreicht: Die ACC Omega wurde besiegt und die einzige noch vorhandene Verbindung von STANZA zum Telos-Netz wurde gekappt.	Comandante Gage, ha cumplido el principal objetivo operativo de su misión. El ACC Omega ha sido destruido y hemos cortado el único enlace de STANZA con la red de Telos.	Командир Гейдж, вы выполнили основную задачу текущей миссии. АВЦ Омега потерпела поражение и единственная оставшаяся связь СТАНЗА с сетью Телос была разорвана.	Comandante Gage, você atingiu o principal objetivo operacional da sua missão atual. O ACC Ômega foi derrotado, e a única ligação restante da STANZA com a rede de Telos foi interrompida.	指挥官盖治，你已经完成了当前任务的主要目标。欧米伽号已被击败，斯坦萨在泰洛斯网络上的残留连接已被切断。	ゲージ司令官、現在の任務における当初の目標が達成されましたね。ACCオメガが敗北したことにより、スタンザが持つ唯一のテロス・ネットワークへの繋がりは切断されました。
784	e_loc_story_11_02	An engineering crew is already en route to defuse any remaining detonators and re-establish any damaged mining operations. Disruption to the UEC's war effort should be minimal, and the morale effect of your victory will boost troops in the interim. This has been a resounding success.	Une équipe d'ingénieurs est déjà en route pour désamorcer tous les détonateurs restants et rétablir les opérations minières endommagées. La perturbation de l'effort de guerre de l'UEC devrait être minime, et l'effet moral de votre victoire augmentera les troupes dans l'intervalle. Cela a été un succès retentissant.	Ein Technikerteam ist bereits unterwegs, um die verbliebenen Zünder zu entschärfen und die beschädigten Bergwerke wieder in Betrieb zu nehmen. Die Unterbrechung der Kriegsanstrengungen der UEC dürfte minimal sein, und der moralische Effekt Ihres Sieges wird die Truppen in der Zwischenzeit stärken. Dies war ein durchschlagender Erfolg.	Un equipo de ingeniería está en camino para desactivar los detonadores restantes y restablecer los trabajos mineros. Nuestras operaciones bélicas no deberían sufrir alteraciones importantes, y su victoria mejorará mucho la moral de las tropas. La misión ha sido un éxito absoluto.	Инженерная бригада уже в пути, чтобы обезвредить оставшиеся детонаторы и восстановить поврежденные горные работы. Вмешательство в военные действия ОЗК должны быть минимальным, а моральный эффект от вашей победы тем временем увеличит войска. Это был оглушительный успех.	Toda a equipe de engenharia já está a caminho para desarmar qualquer detonador que tenha restado e restabelecer quaisquer operações de mineração danificadas. A interferência do ocorrido nos esforços de guerra da CTU deve ser mínima, e o efeito moral da sua vitória motivará as tropas como um todo. Foi um sucesso retumbante.	一个工程团队已经前去拆除剩余的引爆器和恢复受损的采矿作业。对地球同盟战争的影响已被降至最低，你的胜利也能短暂提升部队的士气。这真是一场大捷。	残りの起爆剤を取り除き、損害を受けた採掘作業を復帰させるため、エンジニアチームが既にあちらに向かっています。UECの戦争努力の妨げになることは最小限に抑えられるでしょう。あなたの勝利で士気が上がり、しばらくの間は部隊も後押しされる。これは圧勝と言ってもいいでしょう。
785	e_loc_story_11_03	Draziw Industries Human Resources will be in touch shortly to discuss your bonus payments, perform medical check-ups and negotiate a generous package for your next Horus overwatch stasis. Thank you for your service, Commander.	Les ressources humaines de Draziw Industries vous contacteront sous peu pour discuter de vos paiements de bonus, effectuer des examens médicaux et négocier un package généreux pour votre prochaine stase d'overwatch Horus. Merci pour votre service, Commandant.	Die Personalabteilung von Draziw Industries wird sich in Kürze mit Ihnen in Verbindung setzen, um über Ihre Bonuszahlungen zu sprechen, medizinische Untersuchungen durchzuführen und ein großzügiges Paket für Ihre nächste Horus-Überwachungsstation auszuhandeln. Danke für Ihre Dienste, Commander.	El departamento de recursos humanos de Industrias Draziw se pondrá en contacto con usted en breve para discutir pagas extra, realizar revisiones médicas y negociar un paquete generoso para su próxima estasis de vigilancia en Horus. Gracias por su servicio, comandante.	Отдел кадров Дразив Индастрис свяжется с вами в ближайшее время, чтобы обсудить ваши бонусные выплаты, провести медицинские осмотры и обсудить щедрое предложение для вашего следующего стазиса по программе Хорус Сателайт. Спасибо за службу, командир.	O setor de Recursos Humanos das Indústrias Draziw fará contato em breve para definir os pagamentos do bônus, realizar exames médicos e negociar um pacote generoso para uma nova hibernação dentro do programa de observação do Horus. Agradecemos seus serviços, Comandante.	德拉齐夫工业人资部门很快就会联系你，讨论奖金支付，进行体检并协商你下一次荷鲁斯守望休眠的报酬。感谢你的付出，指挥官。	ドラジウ・インダストリー・ヒューマンリソースから、あなたの特別手当と健康診断、そして次回の任務であるホルスの経過監視のための多大な報酬についても、後ほど協議のご連絡が行くかと思います。司令官、あなたの貢献に感謝いたします。
786	e_loc_screen_currency	Currency Report	Rapport de devises	Kassenstand	Informe económico	Отчет о доходах	Relatório monetário	资金报告	貨幣レポート
787	e_loc_screen_loading	Loading	Chargement	Wird geladen	Cargando	#Загрузка#	Carregando	载入中	ロード中
788	e_loc_enable	Enable	Activer	Aktivieren	Activar	#Enable#	Ativar	启动	有効化
789	e_loc_disable	Disable	Désactiver	Deaktivieren	Desactivar	#Disable#	Desativar	关闭	無効化
790	e_loc_accessibility	Accessibility	Accessibilité	Erreichbarkeit	Accesibilidad	#Удобство#	Acessibilidade	辅助功能	アクセシビリティ
791	e_loc_hud	HUD	HUD	HUD	Interfaz	HUD	HUD	抬头显示	ヘッドアップ表示
792	e_loc_scale	Scale	Échelle	Maßstab	Escala	Масштаб	Escala	缩放	縮尺
793	e_loc_interaction_highlight	Interaction highlight	Sélection interaction	Highlight der Interaktion	Destacar interacciones	Подсветка взаимодействий	Destaque de interação	互动高亮	操作のハイライト
794	e_loc_controls	Controls	Commandes	Steuerung	Controles	Управление	Controles	控制	制御
795	e_loc_subtitles	Subtitles	Sous-titres	Untertitel	Subtítulos	Субтитры	Legendas	字幕	字幕
796	e_loc_tooltips	Tooltips	Infobulles	Tooltips	Consejos	Подсказки	Dicas	提示工具	ツールのヒント
797	e_loc_voice_indicator	Voice Indicator	Indicateur de voix	Sprachanzeige	Indicador de voz	Голосовой индикатор	Indicador de voz	语音指示器	音声インジケータ
798	e_loc_team_voice_indicators	Team Voice Indicators	Indicateur de voix d'équipe	Team-Sprachanzeige	Indicadores de voz de equipo	Голосовые индикаторы команды	Indicadores de voz da equipe	小队语音指示器	チーム音声インジケータ
799	e_loc_BACK_opens_pause_menu	BACK opens the pause menu	RETOUR ouvre le menu de pause	ZURÜCK öffnet das Pausenmenü	ATRÁS abre el menú de pausa	НАЗАД открывает меню паузы	VOLTAR abre o menu de pausa	后退键打开暂停菜单	「戻る」を押すと停止メニューを開きます
800	e_loc_empty	Empty	Vide	Leer	Vacío	Пусто	Vazio	空	空白
801	e_loc_upp_online	ONLINE	EN LIGNE	ONLINE	EN LÍNEA	ОНЛАЙН	ON-LINE	在线	オンライン
802	e_loc_confirm	Confirm	Confirmer	Bestätigen	Confirmar	#Подтвердить#	Confirmar	确认	確定
803	e_loc_upp_ui	UI	UI	BENUTZEROBERFLÄCHE	IU	ИНТЕРФЕЙС	INTERFACE	UI	ユーザー・インターフェース
804	e_loc_upp_accessibility	ACCESSIBILITY	ACCESSIBILITÉ	ERREICHBARKEIT	ACCESIBILIDAD	УДОБСТВО	ACESSIBILIDADE	辅助功能	アクセシビリティ
805	e_loc_upp_help	HELP	AIDE	HILFE	AYUDA	ПОМОЩЬ	AJUDA	帮助	ヘルプ
806	e_loc_upp_manual	MANUAL	MANUEL	HANDBUCH	MANUAL	РУКОВОДСТВО	MANUAL	手册	マニュアル
807	e_loc_upp_return_to_bridge	RETURN TO BRIDGE	RETOUR AU PONT	ZURÜCK ZUR BRÜCKE	VOLVER AL PUENTE	ТЕЛЕПОРТИРОВАТЬСЯ НА МОСТИК	VOLTAR PARA A PONTE	返回舰桥	ブリッジに戻る
808	e_loc_upp_report_issue	REPORT ISSUE	SIGNALER UN PROBLÈME	PROBLEM MELDEN	INFORMAR DE ERROR	СООБЩИТЬ ОБ ОШИБКЕ	REPORTAR PROBLEMA	报告问题	問題を報告する
809	e_loc_upp_public_invite	PUBLIC INVITE	INVITATION PUBLIQUE	ÖFFENTLICH EINLADEN	INVITACIÓN PÚBLICA	ПРИГЛАСИТЕЛЬНЫЙ КОД	CONVITE PÚBLICO	公开邀请	公開で招待
810	e_loc_upp_actions	ACTIONS	ACTIONS	AKTIONEN	ACCIONES	ДЕЙСТВИЯ	AÇÕES	操作	アクション
811	e_loc_upp_kick_player	KICK PLAYER	BANNIR JOUEUR	SPIELER ENTFERNEN	EXPULSAR JUGADOR	КИКНУТЬ ИГРОКА	EXPULSAR JOGADOR	踢除玩家	プレーヤーをログアウトさせる
812	e_loc_upp_invite_code	INVITE CODE	CODE D'INVITATION	EINLADUNGSCODE	CÓDIGO DE INVITACIÓN	КОД ПРИГЛАШЕНИЯ	CÓDIGO DE CONVITE	邀请代码	招待コード
813	e_loc_invite_code_desc	Anyone with the invite code can join this session. Generating a new invite code will disable old codes.	Toute personne disposant du code d'invitation peut rejoindre cette session. La génération d'un nouveau code d'invitation désactivera les anciens codes.	Jeder, der den Einladungscode hat, kann an dieser Sitzung teilnehmen. Durch die Erstellung eines neuen Einladungscodes werden alte Codes deaktiviert.	Quien tenga el código de invitación podrá unirse a esta sesión. Si se genera un código nuevo, se desactivarán los anteriores.	Любой игрок может использовать данный пригласительный код чтобы подключиться к текущей сессии. Генерация нового пригласительного кода сделает старые коды неактуальными.	Qualquer um com o código de convite pode entrar nesta sessão. Gerar um novo código de convite desativará o anterior.	任何有邀请代码的玩家都能加入游戏。生成新的邀请码会使旧的失效。	招待コードを持っているプレイヤーはこのセッションに参加できます。新しい招待コードを作成すると、古いコードは無効になります。
814	e_loc_copy_code	copy code	copier code	Code kopieren	copiar código	копировать код	copiar código	复制代码	コードをコピー
815	e_loc_regenerate_code	regenerate code	régénérer le code d'invitation	Einladungscode neu generieren	generar código de invitación	сгенерировать новый	recriar código de convite	重新生成邀请代码	招待コードを再作成する
816	e_loc_copied_to_clipboard	copied to clipboard	copié dans le presse-papiers	in die Zwischenablage kopiert	copiado al portapapeles	скопировано в буфер обмена	copiado para área de transferência	已复制到剪贴板	クリップボードにコピーしました
817	e_loc_regenerated_invite_code	regenerated invite code	régénérer le code d'invitation	Einladungscode neu generiert	nuevo código generado	сгенерирован новый код	código de convite recriado	已重新生成邀请代码	招待コードを再作成しました
818	e_loc_upp_game_objectives	GAME OBJECTIVES	OBJECTIFS DU JEU	SPIELZIELE	OBJETIVOS DEL JUEGO	ЦЕЛЬ ИГРЫ	OBJETIVOS DO JOGO	游戏目标	ゲーム目標
819	e_loc_upp_objectives	OBJECTIVES	OBJECTIFS	ZIELE	OBJETIVOS	ЗАДАЧИ	OBJETIVOS	目标	目標
820	e_loc_manual_game_objectives_objectives_1	1. Destroy all enemy carriers to win the game.	1. Détruisez tous les porte-avions ennemis pour gagner la partie.	1. Zerstöre alle gegnerischen Träger, um das Spiel zu gewinnen.	1: Destruye todos los portaviones enemigos para ganar la partida.	1. Уничтожайте вражеские авианосцы для одержания победы.	1. Destruir todos os porta-aviões inimigos para ganhar o jogo.	1.消灭所有的敌军航母以赢得游戏。	1. 敵の航空母艦すべてを破壊して、ゲームで勝利しよう。
821	e_loc_manual_game_objectives_objectives_2	2. Capture islands to expand your logistics network.	2. Capturez des îles pour étendre votre réseau logistique.	2. Erobere Inseln, um dein Logistiknetz zu erweitern.	2: Captura islas para ampliar tu red logística.	2. Захватывайте острова для развития промышленности и логистики.	2. Capturar ilhas para ampliar sua rede logística.	2.占领岛屿以扩大后勤网络。	2. 島々を占拠して、物流ネットワークを拡大しよう。
822	e_loc_manual_game_objectives_objectives_3	3. Defend your islands from enemy carrier attacks.	3. Défendez vos îles contre les attaques des porte-avions ennemis.	3. Verteidige deine Inseln gegen feindliche Trägerangriffe.	3: Defiende tus islas de los portaviones enemigos.	3. Защищайте собственные острова от вражеских атак.	3. Defender suas ilhas dos ataques de porta-aviões inimigos.	3.防御岛屿，对抗敌军航母的攻击。	3. 島々を敵の航空母艦の攻撃から守ろう。
823	e_loc_upp_capturing_islands	CAPTURING ISLANDS	CAPTURER DES ÎLES	INSELN EROBERN	CAPTURAR ISLAS	ЗАХВАТ ОСТРОВОВ	CAPTURA DE ILHAS	占领岛屿	島々の占拠
824	e_loc_manual_game_objectives_capturing_1	To capture an island, deploy Virus Bots at an enemy command center. Virus Bots can be equipped on any surface vehicle at a Vehicle Loadout terminal.	Pour capturer une île, déployez des Virus Bots dans un centre de commandement ennemi. Les Virus Bots peuvent être équipés sur n'importe quel véhicule de surface dans un terminal de chargement de véhicule.	Um eine Insel zu erobern, musst du Virenbots neben einer feindlichen Kommandozentrale absetzen. Virenbots können an einem Fahrzeugausstattungs-Terminal auf jedem Bodenfahrzeug ausgerüstet werden.	Para capturar una isla, despliega tus bots con virus en el centro de mando enemigo. Estos bots se pueden equipar en cualquier vehículo de superficie y en cualquier terminal de carga de vehículo.	Для захвата вражеского острова необходимо выпустить вирус-ботов вблизи его командного центра, что позволит начать взлом систем защиты. Чем больше ботов рядом с центром, тем быстрее будет осуществляться взлом и загрузка вируса. Модули с вирус-ботами могут быть установлены только на наземную технику.	Para capturar uma ilha, instale bots virais no centro de comando inimigo. Bots virais podem ser equipados em qualquer veículo terrestre no terminal de carregamento de veículos.	将病毒机器人部署到敌军指挥中心以占领岛屿。你可以在载具配置终端把病毒机器人装备到任意地面载具上。	島を占拠するには、ウイルスボットを敵の司令センターに配置しよう。ウイルスボットは、水上艦の機体装備端末から装備できる。
825	e_loc_manual_game_objectives_capturing_2	Deploy Virus Bots using manual remote operation or by adding a waypoint and setting its type to DEPLOY using a Vehicle Control terminal.	Déployez des Virus Bots à l'aide d'une opération manuelle à distance ou en ajoutant un point de cheminement et en définissant son type sur DEPLOY à l'aide d'un terminal de contrôle de véhicule.	Setze Virenbots über eine manuelle Fernsteuerung ein oder indem du einen Wegpunkt hinzufügst und seinen Typ auf ABSETZEN einstellst, indem du ein Fahrzeugssteuerungs-Terminal benutzt.	Despliega los bots de forma remota o añade un punto objetivo y configúralos para DESPLEGARSE en una terminal de control de vehículos.	Выпускайте вирус-ботов из модуля вручную или с помощью специальной команды точки маршрута на экране управления техникой.	Envie bots virais utilizando a operação remota manual ou adicionando uma rota e configurando o tipo para ENVIAR utilizando um terminal de controle veicular.	在载具控制终端，用手动遥控或添加路径点并将其设置为部署的方式来部署病毒机器人。	ウイルスボットを配置するには、手動で遠隔操作を行うか、通過点を追加し機体制御端末を使用して、種類を「配置」に設定する。
826	e_loc_manual_game_objectives_capturing_3	Turrets on captured islands will convert to your team.	Les tourelles sur les îles capturées se convertiront en votre équipe.	Geschütze auf eroberten Inseln gehen auf dein Team über.	Las torretas de las islas capturadas formarán parte de tu equipo.	Турели на вражеских островах автоматически становятся дружественными при захвате командного центра.	Torres de ilhas capturadas passarão a fazer parte do seu time.	已占领岛屿上的炮塔可以为你的小队所用。	占拠した島に置かれた砲塔は自分のチームのものになる。
827	e_loc_upp_helm	HELM	BARRE	RUDER	TIMÓN	ШТУРВАЛ	TIMÃO	舵轮	かじ
828	e_loc_upp_overview	OVERVIEW	APERÇU	ÜBERBLICK	RESUMEN	ОПИСАНИЕ	GERAL	概况	概観
829	e_loc_manual_helm_overview	Use the helm to drive the carrier and navigate the world.	Utilisez la barre pour conduire le transporteur et naviguer dans le monde.	Verwende das Ruder, um den Träger zu steuern und in der Welt zu navigieren.	Usa el timón para dirigir el portaviones y navegar por el mundo.	Используйте штурвал для управления авианосцем и навигации в море.	Utilize o timão para pilotar o porta-aviões e navegar pelo mundo.	使用舵轮驾驶航母，在地图上航行。	かじを使用して航空母艦を運転し、世界中を航海しよう。
830	e_loc_upp_screens	SCREENS	ÉCRANS	BILDSCHIRME	PANTALLAS	ЭКРАНЫ	TELAS	屏幕	画面
831	e_loc_propulsion	Propulsion	Propulsion	Antrieb	Propulsión	Движение	Propulsão	动力	駆動力
832	e_loc_manual_helm_screens_propulsion	Displays the carrier's speed, thruster, engine and flight deck status.	Affiche l'état de la vitesse de la vitesse, du propulseur, du moteur et du pont de vol.	Zeigt den Hochgeschwindigkeits-, Thruster-, Motor- und Flugdeckstatus des Trägers an.	Muestra el estado de la velocidad, el propensión, el motor y la cubierta del vuelo del operador.	Отображает скорость, положение РУД, статус двигателя и режим ВПП.	Exibe a velocidade, o propulsor, o motor e o status do convés de vôo da transportadora.	显示航母的速度、推进器、发动机和飞行甲板状态。	キャリアのスピード、スラスタ、エンジン、およびフライトデッキのステータスを表示します。
833	e_loc_manual_helm_screens_compass	Shows the carrier's bearing and tilt.	Affiche le relèvement et l'inclinaison du porteur.	Zeigt die Ausrichtung und Neigung des Trägers an.	Indica el rumbo y la inclinación del navío.	Отображает направление движения и угол крена авианосца.	Exibe as coordenadas e a inclinação do porta-aviões.	显示航母的方向和倾角。	航空母艦のベアリングと傾斜を表示する。
834	e_loc_depth_sonar	Depth Sonar	Sondeur de profondeur	Tiefensonar	Sonar de profundidad	Эхолот	Sonar de profundidade	深度声呐	深度ソーナー
835	e_loc_manual_helm_screens_depth_sonar	Displays ocean depth data beneath the carrier and warns of shallows.	Affiche les données de profondeur de l'océan sous le transporteur et avertit des bas-fonds.	Zeigt Daten zur Meerestiefe unter dem Träger an und warnt vor Untiefen.	Muestra información sobre la profundidad del océano bajo el portaviones y avisa de zonas poco profundas.	Отображает топографию морского дня и предупреждает о возможном столкновении.	Revela informações sobre a profundidade oceânica abaixo do porta-aviões e alerta sobre superfícies rasas.	显示航母下方的海洋深度数据并发出浅水区警报。	航空母艦直下の海洋深度に関するデータを表示し、浅瀬を警告する。
836	e_loc_manual_helm_screens_navigation	Basic map that can display various environmental overlays.	Carte de base pouvant afficher diverses superpositions environnementales.	Basiskarte, die verschiedene Umgebungs-Overlays anzeigen kann.	Mapa básico que puede mostrar diversas interfaces ambientales.	Стандартная карта которая может накладывать дополнительные слои карт.	Mapa básico que pode exibir várias sobreposições do entorno.	显示多种环境图层的基础地图。	様々な環境に関するオーバーレイを表示する基本地図。
837	e_loc_upp_buttons	BUTTONS	BOUTONS	SCHALTFLÄCHEN	BOTONES	КНОПКИ	BOTÕES	按钮	ボタン
838	e_loc_manual_helm_buttons_engine_start	Switch on the carrier's engines.	Allumez les moteurs du transporteur.	Schaltet die Motoren des Trägers ein.	Enciende los motores del portaviones.	Запуска двигатель авианосца.	Ligue os motores do porta-aviões.	启动航母发动机。	航空母艦のエンジンをオンにする。
839	e_loc_manual_helm_buttons_engine_stop	Switch off the carrier's engines.	Éteignez les moteurs du transporteur.	Schaltet die Motoren des Trägers aus.	Apaga los motores del portaviones.	Останавливает двигатель авианосца.	Desligue os motores do porta-aviões.	关闭航母发动机。	航空母艦のエンジンをオフにする。
840	e_loc_manual_helm_buttons_side_thrusters	Toggle between pivoting or strafing the carrier when steering.	Basculez entre le pivotement ou le mitraillage du porteur lors de la conduite.	Schaltet beim Steuern zwischen drehen und seitlich gleiten um.	Cambia entre giros y movimientos laterales al dirigir el navío.	Переключает в режим подруливания.	Alterne entre girar o porta-aviões e mover para direita ou esquerda.	切换转向时的旋转和平移。	操作時、航空母艦の旋回と射撃を切り替える。
841	e_loc_manual_helm_buttons_reverse	Toggle reverse gear for moving the carrier backwards.	Basculez la marche arrière pour faire reculer le porteur.	Legt Rückwärtsfahrt ein, um den Träger rückwärts zu bewegen.	Activa la marcha atrás del portaviones.	Переключает работу в режим обратного хода.	Mude para marcha à ré para mover o porta-aviões no sentido inverso.	切换使航母向后航行的倒挡。	航空母艦を後退させるため、リバースギアに切り替える。
842	e_loc_manual_helm_buttons_steering_lock	Keep steering locked at current value.	Maintenez la direction verrouillée à la valeur actuelle.	Hält die Steuerung auf dem aktuellen Wert.	Bloquea el giro en el valor actual.	Блокирует руль в заданном положении.	Mantenha a direção fixada no mesmo nível.	将转向装置锁定在当前值。	現在値で操縦を固定する。
843	e_loc_manual_helm_buttons_maintain_heading	Carrier will automatically steer itself to maintain current direction.	Le transporteur se dirigera automatiquement pour maintenir la direction actuelle.	Der Träger steuert automatisch, um die aktuelle Richtung beizubehalten.	El portaviones girará automáticamente para mantener el rumbo actual.	Влючает автоматическое удержание текущего курса.	O porta-aviões usará o piloto automático para manter a rota atual.	航母会自动保持当前航向。	航空母艦は自動で現在の方向を維持する。
844	e_loc_manual_helm_buttons_navigation_lights	Enable exterior navigation lights.	Activez les feux de navigation extérieurs.	Aktiviert die äußeren Navigationslichter.	Enciende las luces de navegación exteriores.	Включает внешние навигационные огни.	Ative os faróis de navegação exteriores.	启动外部航行灯。	外部ナビゲーションライトを有効にする。
845	e_loc_manual_helm_buttons_headlights	Enable front headlights.	Activez les feux avant.	Aktiviert die Frontscheinwerfer.	Enciende los faros delanteros.	Включает головные прожекторы на носу авианосца.	Ative os faróis dianteiros.	启动前灯。	フロントヘッドライトを有効にする。
846	e_loc_manual_helm_buttons_headlights_up_down	Adjust pitch angle of headlights.	Ajustez l'angle d'inclinaison des phares.	Stellt den Neigungswinkel der Scheinwerfer ein.	Ajusta el ángulo de los faros delanteros.	Регулирует угол наклона головных прожекторов.	Ajuste o ângulo de inclinação dos faróis.	调节前灯倾角。	ヘッドライトのピッチ角を調整しよう。
847	e_loc_activate	Activate	Activer	Aktivieren	Activar	Объявление тревоги	Ativar	启动	有効にする
848	e_loc_manual_helm_buttons_activate	Manually trigger the bridge warning alarm.	Déclenchez manuellement l'alarme d'avertissement de pont.	Manuelles Auslösen des Brückenwarnalarms.	Activa manualmente la alarma del puente.	Включает тревогу на мостике.	Acione manualmente o alarme da ponte.	手动触发舰桥警报。	ブリッジ警告アラームを手動で起動する。
849	e_loc_silence	Silence	Silence	Stillschalten	Silenciar	Прекращение тревоги	Silenciar	静音	停止
850	e_loc_manual_helm_buttons_silence	Silence the bridge warning alarm.	Coupez l'alarme d'avertissement de pont.	Schaltet den Brückenwarnalarm still.	Silencia la alarma del puente.	Прекращает тревогу на мостике.	Silencie o alarme da ponte.	静音舰桥警报	ブリッジ警告アラームを停止する。
851	e_loc_upp_defensive_weapons	DEFENSIVE WEAPONS	ARMES DÉFENSIVES	VERTEIDIGUNGSWAFFEN	ARMAS DEFENSIVAS	ОРУЖИЕ ЗАЩИТЫ	ARMAS DE DEFESA	防御武器	防衛兵器
852	e_loc_manual_defensive_weapons_overview_1	Defensive weapons protect the carrier from incoming aircraft and missiles.	Les armes défensives protègent le porte-avions contre les avions et les missiles entrants.	Defensivwaffen schützen den Träger vor anfliegenden Luftfahrzeugen und Raketen.	Las armas defensivas protegen el portaviones de los aviones y misiles enemigos.	Используется для защиты авианосца от воздушных угроз.	Armas de defesa protegem o porta-aviões de ataques vindos de aeronaves e mísseis.	防御武器能保护航母免受来袭飞机和导弹的伤害。	防衛兵器は、接近中の航空機やミサイルから航空母艦を守る。
853	e_loc_manual_defensive_weapons_overview_2	They consist of 2 AA missile arrays (center-right) and 4 CIWS guns (front left/right, back left/right).	Ils se composent de 2 rangées de missiles AA (centre-droit) et de 4 canons CIWS (avant gauche/droite, arrière gauche/droite).	Sie bestehen aus 2 Fla-Raketengruppen (Mitte rechts) und 4 CIWS-Kanonen (vorne links/rechts, hinten links/rechts).	El navío cuenta con dos matrices de misiles antiaéreos (centro y derecha) y cuatro cañones CIWS (frontal derecho e izquierdo y trasero derecho e izquierdo).	Включает в себя 2 ракетных турели ПВО и 4 автоматических турели ПВО калибра 20мм.	Elas são compostas por 2 linhas de mísseis antiaéreos (centro-direita) e 4 armas CIWS (frontal esquerda/direita, traseira esquerda/direita).	它们包括2个防空导弹阵列（右中）和4个近程防御武器系统（左前、左后、右前、右后）。	2つの対空ミサイルアレイ（中央-右）と、4つの近接防衛システム（前方左右、後方左右）から構成されている。
854	e_loc_upp_aa_missiles	AA MISSILES	MISSILES AA	FLUGABWEHRRAKETEN	MISILES AA	РАКЕТНЫЕ ТУРЕЛИ ПВО	MÍSSEIS ANTIAÉREOS	防空导弹	対空ミサイル
855	e_loc_manual_defensive_weapons_aa_missile_1	When armed, AA missiles will track nearby aircraft.	Une fois armés, les missiles AA suivront un engin aérien à proximité.	Wenn sie aufgeschaltet sind, verfolgen Flugabwehrraketen Luftfahrzeuge in der Nähe.	Los misiles antiaéreos armados rastrean aeronaves enemigas cercanas.	При включении ракетные турели будут обнаруживать и вести воздушные цели.	Quando acionados, os mísseis antiaéreos rastreiam aeronaves próximas.	准备后，防空导弹会追踪附近的飞机。	装備すると、対空ミサイルが近距離の航空機を追跡する。
856	e_loc_manual_defensive_weapons_aa_missile_2	When tracking, the AA missile must be manually launched by pressing the launch button.	Lors du suivi, le missile AA doit être lancé manuellement en appuyant sur le bouton de lancement.	Bei der Verfolgung muss die Flugabwehrrakete manuell durch Drücken der Starttaste gestartet werden.	En este estado, se deben lanzar de forma manual pulsando el botón.	При ведении цели необходимо вручную выпустить ракету нажатием кнопки Пуск.	Durante o rastreamento, os mísseis antiaéreos devem ser lançados manualmente, acionando o botão de lançamento.	你必须手动按下发射按钮才能发射正在追踪的防空导弹。	追跡時、発射ボタンを押して、対空ミサイルを手動で発射する。
857	e_loc_upp_ciws_guns	CIWS GUNS	CANONS CIWS	CIWS-KANONEN	CAÑONES CIWS	АВТОМАТИЧЕСКИЕ ТУРЕЛИ ПВО	ARMAS CIWS	近程防御武器系统	近接防衛システム機関砲
858	e_loc_manual_defensive_weapons_ciws_guns_1	When armed, CIWS guns will track nearby aircraft and missiles.	Une fois armés, les canons CIWS suivront un engin aérien et des missiles à proximité.	Wenn sie aktiviert sind, verfolgen CIWS-Kanonen Luftfahrzeuge und Raketen in der Nähe.	Los cañones CIWS armados rastrean aeronaves y misiles enemigos cercanos.	При ключении турели будут обнаруживать и вести воздушные цели.	Quando acionadas, as armas CIWS rastreiam aeronaves e mísseis próximos.	准备后，近程防御武器系统会追踪附近的飞机和导弹。	装備すると、近接防衛システム機関砲が近距離の航空機とミサイルを追跡する。
